file,K_percent,U_ppm,Th_ppm,w_PADK,w_PADU,w_PADTh,fit_r2
sample_366,2.26,5.3,0.7,11.3,7.91,1.89,0.9947
sample_367,5.54,22.2,0.6,27.72,33.12,1.84,0.9943
sample_368,1.41,20.0,5.4,7.03,29.88,15.52,0.9942
sample_369,0.72,14.2,6.8,3.59,21.18,19.34,0.9948
sample_370,2.01,16.6,9.8,10.04,24.75,28.07,0.9942
sample_371,1.08,16.6,6.8,5.38,24.74,19.4,0.9946
sample_372,5.31,10.4,6.9,26.53,15.51,19.68,0.9935
sample_373,3.61,7.5,4.8,18.07,11.24,13.83,0.9936
sample_374,1.18,5.2,6.1,5.91,7.71,17.47,0.994
sample_375,4.32,19.7,4.9,21.62,29.46,13.92,0.9936
sample_376,1.1,9.5,6.0,5.51,14.11,17.21,0.9943
sample_377,5.48,11.4,7.7,27.38,16.96,21.9,0.9935
sample_378,1.92,24.7,9.8,9.62,36.86,28.04,0.9945
sample_379,1.16,12.8,1.5,5.78,19.16,4.33,0.9941
sample_380,1.99,22.5,9.3,9.96,33.61,26.51,0.9943
sample_381,4.37,13.7,10.1,21.87,20.48,28.93,0.9934
sample_382,3.89,13.4,8.1,19.45,19.93,23.01,0.9934
sample_383,2.72,20.2,6.7,13.62,30.18,19.04,0.9938
sample_384,3.97,26.0,7.6,19.83,38.78,21.63,0.9939
sample_385,2.28,4.8,2.0,11.41,7.16,5.83,0.9938
sample_386,3.35,19.4,6.6,16.73,28.95,18.9,0.9936
sample_387,4.38,20.5,10.4,21.91,30.67,29.64,0.9938
sample_388,2.18,2.5,4.3,10.92,3.78,12.2,0.9933
sample_389,0.77,13.7,2.3,3.87,20.47,6.54,0.9946
sample_390,0.65,3.7,3.3,3.26,5.48,9.35,0.9939
sample_391,1.04,16.9,1.4,5.19,25.26,3.89,0.9945
sample_392,5.1,10.4,6.4,25.49,15.58,18.27,0.9934
sample_393,3.45,20.2,7.2,17.26,30.22,20.47,0.9938
sample_394,3.29,10.0,3.6,16.47,14.88,10.27,0.9937
sample_395,2.43,17.4,4.7,12.14,25.98,13.44,0.9938
sample_396,5.34,11.1,5.6,26.7,16.54,16.13,0.9937
sample_397,4.82,21.9,2.9,24.12,32.72,8.26,0.9941
sample_398,2.85,5.4,10.2,14.24,8.07,29.03,0.9935
sample_399,3.95,17.7,1.4,19.73,26.41,4.0,0.9941
sample_400,3.18,15.0,8.2,15.9,22.39,23.33,0.9935
sample_401,3.14,6.7,4.1,15.7,10.0,11.77,0.9935
sample_402,0.75,5.1,6.9,3.76,7.67,19.74,0.9944
sample_403,3.08,13.8,4.3,15.4,20.61,12.4,0.9936
sample_404,2.55,14.2,4.3,12.75,21.22,12.25,0.9937
sample_405,2.79,23.6,1.7,13.96,35.17,4.84,0.9942
sample_406,0.89,21.4,8.3,4.47,31.95,23.67,0.9948
sample_407,4.73,9.4,2.5,23.63,14.05,7.14,0.9942
sample_408,4.68,16.6,9.7,23.42,24.73,27.58,0.9935
sample_409,3.82,5.3,6.9,19.12,7.85,19.63,0.9932
sample_410,3.69,24.6,8.9,18.43,36.77,25.53,0.9938
sample_411,5.19,24.4,4.4,25.96,36.45,12.55,0.9939
sample_412,2.95,15.8,4.1,14.74,23.52,11.79,0.9935
sample_413,2.77,9.8,8.0,13.83,14.62,22.77,0.9935
sample_414,4.6,9.3,4.0,23.0,13.81,11.53,0.9939
sample_415,2.06,6.7,6.8,10.31,9.93,19.56,0.9935
sample_416,0.69,3.8,1.6,3.46,5.67,4.57,0.9936
sample_417,4.64,21.8,6.2,23.18,32.55,17.59,0.9937
sample_418,0.42,1.7,3.7,2.08,2.58,10.55,0.9942
sample_419,2.79,14.5,3.8,13.95,21.66,10.92,0.9937
sample_420,5.55,27.1,10.5,27.77,40.41,30.02,0.9937
sample_421,2.66,15.6,5.4,13.29,23.25,15.32,0.9938
sample_422,1.93,14.6,10.4,9.66,21.86,29.8,0.9941
sample_423,5.57,25.7,10.1,27.87,38.42,28.83,0.9936
sample_424,0.66,3.3,8.4,3.32,4.97,24.14,0.9948
sample_425,5.5,14.6,5.1,27.51,21.79,14.51,0.9938
sample_426,4.09,7.5,10.2,20.44,11.2,29.08,0.9933
sample_427,1.57,15.0,5.0,7.85,22.31,14.23,0.994
sample_428,1.62,13.5,4.8,8.09,20.2,13.74,0.9941
sample_429,1.47,20.4,7.6,7.33,30.5,21.66,0.9945
sample_430,1.2,22.5,0.7,5.98,33.51,1.86,0.9945
sample_431,5.43,23.5,7.7,27.13,35.02,21.88,0.9937
sample_432,2.09,23.7,10.0,10.44,35.34,28.51,0.9945
sample_433,3.77,19.4,1.0,18.83,28.93,2.77,0.9941
sample_434,4.44,20.2,2.0,22.18,30.13,5.7,0.9941
sample_435,3.85,4.3,0.6,19.26,6.35,1.6,0.9957
sample_436,1.75,13.8,9.8,8.74,20.66,28.06,0.9942
sample_437,5.0,25.1,10.9,24.98,37.53,31.08,0.9936
sample_438,0.63,20.0,1.6,3.17,29.89,4.57,0.9948
sample_439,2.14,3.5,7.1,10.71,5.16,20.15,0.9935
sample_440,3.53,4.2,3.4,17.64,6.27,9.7,0.9941
sample_441,1.23,4.8,2.8,6.17,7.15,8.01,0.9935
sample_442,3.04,13.2,1.2,15.2,19.73,3.55,0.9939
sample_443,5.11,15.0,10.7,25.57,22.31,30.64,0.9934
sample_444,4.55,11.4,0.7,22.75,17.0,1.91,0.9949
sample_445,0.91,20.6,7.0,4.53,30.76,19.95,0.9947
sample_446,3.23,19.4,3.5,16.13,28.96,9.98,0.994
sample_447,4.54,5.5,9.6,22.69,8.2,27.53,0.9931
sample_448,3.99,17.3,1.0,19.94,25.88,2.86,0.9941
sample_449,2.38,24.2,10.2,11.88,36.15,29.28,0.9944
sample_450,2.58,22.9,7.5,12.92,34.25,21.3,0.9941
sample_451,1.67,14.7,10.8,8.34,21.98,30.88,0.9943
sample_452,4.24,19.2,8.8,21.19,28.64,25.2,0.9936
sample_453,3.22,15.9,8.6,16.1,23.71,24.44,0.9937
sample_454,1.0,10.1,1.3,5.02,15.07,3.64,0.9941
sample_455,1.54,14.8,6.6,7.71,22.03,18.83,0.9942
sample_456,0.65,3.9,6.6,3.26,5.78,18.81,0.9946
sample_457,2.56,11.6,2.5,12.8,17.27,7.09,0.9936
sample_458,3.47,5.8,1.9,17.36,8.59,5.34,0.9944
sample_459,2.21,16.9,9.2,11.06,25.24,26.33,0.994
sample_460,3.44,6.3,9.9,17.2,9.38,28.28,0.9933
sample_461,3.31,9.0,1.0,16.54,13.46,2.86,0.9944
sample_462,2.19,2.8,2.3,10.96,4.14,6.69,0.9937
sample_463,2.9,17.0,2.1,14.48,25.3,6.1,0.9937
sample_464,0.44,14.5,3.2,2.22,21.68,9.04,0.995
sample_465,1.51,21.4,9.7,7.53,32.01,27.65,0.9945
sample_466,1.59,11.4,9.8,7.95,17.05,27.95,0.9944
sample_467,4.47,12.7,1.7,22.37,18.95,4.85,0.9943
sample_468,3.91,4.0,4.0,19.54,6.04,11.37,0.9939
sample_469,4.1,7.1,2.1,20.5,10.55,5.96,0.9945
sample_470,5.38,24.1,2.9,26.88,35.98,8.41,0.9941
sample_471,0.52,2.3,1.8,2.62,3.48,5.23,0.9935
sample_472,4.3,9.5,5.2,21.52,14.14,14.96,0.9935
sample_473,4.91,15.2,5.3,24.54,22.76,15.14,0.9936
sample_474,4.8,17.8,4.2,24.02,26.56,11.95,0.9938
sample_475,2.43,19.1,5.2,12.15,28.56,14.86,0.9939
sample_476,2.41,22.6,6.7,12.07,33.77,19.16,0.9941
sample_477,1.38,25.6,10.7,6.89,38.18,30.69,0.9948
sample_478,1.5,22.1,6.7,7.49,32.91,19.28,0.9944
sample_479,1.9,2.4,3.4,9.51,3.63,9.77,0.9932
sample_480,3.44,23.1,1.8,17.18,34.47,5.0,0.994
sample_481,1.69,10.9,5.8,8.45,16.21,16.71,0.9939
sample_482,2.41,20.2,8.6,12.04,30.12,24.53,0.994
sample_483,4.33,24.3,11.0,21.66,36.22,31.4,0.9936
sample_484,4.04,21.7,8.0,20.2,32.42,22.86,0.9938
sample_485,1.3,14.5,11.0,6.52,21.63,31.45,0.9945
sample_486,3.86,19.5,5.9,19.32,29.11,16.77,0.9935
sample_487,0.63,5.4,6.4,3.14,7.99,18.23,0.9946
sample_488,3.38,4.1,8.5,16.91,6.17,24.42,0.9931
sample_489,2.03,6.5,10.2,10.13,9.63,29.23,0.9939
sample_490,0.68,2.0,1.9,3.39,2.97,5.4,0.9929
sample_491,2.21,17.4,5.9,11.05,25.9,16.77,0.9942
sample_492,4.43,26.1,10.3,22.13,38.96,29.4,0.9938
sample_493,2.03,13.9,8.7,10.14,20.71,24.73,0.994
sample_494,3.53,10.1,7.1,17.66,15.02,20.22,0.9935
sample_495,1.46,13.9,7.9,7.3,20.76,22.53,0.9942
sample_496,4.48,20.8,5.1,22.41,31.11,14.59,0.9938
sample_497,3.71,11.2,5.1,18.54,16.74,14.47,0.9935
sample_498,2.21,16.2,2.1,11.05,24.18,5.87,0.9941
sample_499,4.67,20.8,10.0,23.37,31.05,28.55,0.9936
sample_500,3.93,13.0,6.5,19.67,19.34,18.55,0.9934
sample_501,5.41,25.1,2.7,27.06,37.51,7.84,0.994
sample_502,2.85,6.4,10.2,14.27,9.49,29.2,0.9935
sample_503,2.4,5.6,1.8,12.02,8.32,5.14,0.9938
sample_504,3.38,23.0,0.3,16.89,34.32,0.82,0.9941
sample_505,1.22,9.1,1.5,6.12,13.58,4.15,0.9938
sample_506,2.16,6.1,7.0,10.8,9.12,20.08,0.9934
sample_507,5.41,10.4,0.9,27.04,15.49,2.52,0.995
sample_508,2.76,8.0,6.9,13.79,11.92,19.67,0.9933
sample_509,5.6,21.2,6.3,28.0,31.69,17.87,0.9936
sample_510,3.78,21.0,3.1,18.91,31.28,8.98,0.9938
sample_511,0.97,11.2,9.0,4.83,16.69,25.79,0.9946
sample_512,4.82,8.4,4.0,24.09,12.52,11.49,0.994
sample_513,2.16,8.1,4.6,10.8,12.13,13.12,0.9935
sample_514,1.89,12.3,5.1,9.46,18.41,14.52,0.9938
sample_515,1.18,22.5,10.7,5.88,33.55,30.6,0.9948
sample_516,3.41,7.2,7.2,17.07,10.72,20.61,0.9932
sample_517,2.57,5.5,4.9,12.83,8.18,14.12,0.9932
sample_518,3.49,4.8,8.3,17.45,7.12,23.81,0.9932
sample_519,3.19,5.0,1.0,15.94,7.43,2.99,0.9949
sample_520,5.48,15.3,8.3,27.38,22.82,23.6,0.9933
sample_521,1.39,14.6,4.6,6.96,21.83,13.1,0.9943
sample_522,2.62,19.1,6.4,13.12,28.54,18.24,0.9939
sample_523,5.62,21.9,8.9,28.11,32.63,25.41,0.9935
sample_524,4.73,22.7,7.8,23.65,33.86,22.26,0.9936
sample_525,4.57,24.9,6.6,22.87,37.13,18.76,0.9938
sample_526,0.58,15.0,0.5,2.88,22.37,1.38,0.9948
sample_527,3.04,13.4,7.9,15.22,19.93,22.69,0.9937
sample_528,4.62,7.7,9.6,23.11,11.53,27.37,0.9933
sample_529,2.62,10.4,10.9,13.08,15.58,31.06,0.9938
sample_530,4.87,11.3,1.9,24.35,16.79,5.47,0.9945
sample_531,4.77,6.6,4.2,23.83,9.86,12.13,0.9941
sample_532,2.27,20.5,7.7,11.36,30.57,22.13,0.994
sample_533,2.35,24.4,5.1,11.76,36.4,14.49,0.994
sample_534,1.62,15.1,5.0,8.08,22.54,14.19,0.9939
sample_535,2.56,4.5,7.9,12.79,6.7,22.69,0.9934
sample_536,2.11,12.6,2.2,10.54,18.81,6.28,0.9937
sample_537,1.75,23.4,3.5,8.77,34.94,9.88,0.9943
sample_538,0.45,5.4,3.5,2.24,8.09,10.13,0.9944
sample_539,3.16,19.6,5.1,15.78,29.19,14.63,0.9937
sample_540,3.23,18.6,0.5,16.15,27.79,1.46,0.9942
sample_541,0.82,18.3,2.3,4.09,27.29,6.6,0.9948
sample_542,5.5,20.3,0.2,27.49,30.36,0.68,0.9945
sample_543,5.65,18.7,9.4,28.24,27.94,26.8,0.9935
sample_544,4.49,5.4,3.1,22.46,8.06,8.83,0.9945
sample_545,2.08,13.6,4.3,10.38,20.36,12.34,0.9938
sample_546,3.08,4.1,1.1,15.39,6.19,3.26,0.9949
sample_547,2.79,12.7,4.9,13.94,18.95,13.94,0.9936
sample_548,4.26,18.1,6.9,21.28,26.99,19.7,0.9936
sample_549,1.93,9.8,6.8,9.63,14.6,19.41,0.9937
sample_550,2.18,14.4,2.3,10.91,21.56,6.49,0.9938
sample_551,5.35,13.6,8.9,26.74,20.34,25.33,0.9934
sample_552,0.85,13.8,10.4,4.24,20.61,29.58,0.9949
sample_553,0.43,12.2,0.3,2.17,18.22,0.74,0.995
sample_554,2.19,17.0,3.7,10.96,25.3,10.71,0.9938
sample_555,4.7,14.5,10.8,23.52,21.65,30.84,0.9934
sample_556,4.5,20.6,1.7,22.5,30.77,4.78,0.9941
sample_557,5.22,17.4,4.2,26.09,25.99,11.92,0.9938
sample_558,5.04,19.9,8.5,25.18,29.73,24.3,0.9936
sample_559,4.89,17.0,9.9,24.46,25.44,28.42,0.9935
sample_560,0.69,13.1,10.4,3.45,19.5,29.69,0.9951
sample_561,5.32,17.7,8.5,26.62,26.41,24.32,0.9935
sample_562,2.8,10.5,8.1,14.0,15.66,23.06,0.9935
sample_563,4.13,26.3,10.2,20.66,39.21,29.11,0.9938
sample_564,4.54,9.7,8.9,22.7,14.53,25.42,0.9934
sample_565,4.24,23.1,4.5,21.2,34.48,12.9,0.9937
sample_566,4.05,6.5,2.0,20.23,9.77,5.85,0.9946
sample_567,2.48,19.5,6.7,12.38,29.06,19.17,0.994
sample_568,2.85,13.4,2.7,14.24,19.95,7.65,0.9936
sample_569,2.88,13.7,6.4,14.41,20.47,18.37,0.9936
sample_570,0.82,9.0,8.6,4.08,13.4,24.61,0.9945
sample_571,2.81,21.9,0.9,14.03,32.74,2.61,0.9942
sample_572,3.38,12.4,6.5,16.88,18.45,18.58,0.9934
sample_573,3.82,15.6,2.1,19.11,23.24,6.11,0.9939
sample_574,2.7,20.5,8.3,13.48,30.58,23.66,0.994
sample_575,1.83,3.9,2.5,9.15,5.86,7.16,0.9933
sample_576,2.89,14.2,0.9,14.47,21.22,2.44,0.9941
sample_577,5.26,14.4,9.7,26.29,21.43,27.61,0.9933
sample_578,3.18,7.5,2.6,15.91,11.15,7.53,0.9939
sample_579,1.6,12.9,8.1,8.0,19.2,23.03,0.9941
sample_580,2.25,20.7,9.6,11.27,30.96,27.53,0.9943
sample_581,5.13,11.1,1.2,25.63,16.62,3.55,0.9948
sample_582,3.43,20.4,8.8,17.13,30.44,25.12,0.9938
sample_583,3.17,5.2,2.4,15.87,7.71,6.82,0.9943
sample_584,3.45,22.0,6.0,17.26,32.86,17.28,0.994
sample_585,5.04,6.2,5.3,25.21,9.21,15.26,0.9938
sample_586,3.69,14.1,8.7,18.46,20.99,24.86,0.9935
sample_587,5.18,25.3,5.8,25.92,37.83,16.44,0.9938
sample_588,2.64,10.1,4.9,13.19,15.04,13.87,0.9934
sample_589,2.32,6.9,3.6,11.58,10.31,10.42,0.9935
sample_590,3.2,13.4,6.5,16.02,20.03,18.54,0.9938
sample_591,2.94,24.1,5.9,14.72,36.02,16.77,0.9937
sample_592,4.98,21.4,9.3,24.88,31.93,26.47,0.9935
sample_593,5.25,12.1,1.9,26.26,18.09,5.5,0.9945
sample_594,1.2,5.2,7.1,5.98,7.78,20.41,0.9941
sample_595,3.41,15.6,6.7,17.05,23.25,19.15,0.9937
sample_596,2.71,11.1,10.8,13.55,16.55,30.82,0.994
sample_597,3.53,11.3,2.5,17.66,16.88,7.07,0.9939
sample_598,0.66,6.7,9.3,3.28,9.95,26.67,0.9949
sample_599,1.34,2.2,3.2,6.68,3.27,9.16,0.9934
sample_600,1.9,10.1,6.2,9.49,15.09,17.59,0.9938
sample_601,5.03,5.4,3.5,25.15,8.12,10.14,0.9946
sample_602,4.33,16.5,6.7,21.64,24.7,19.05,0.9935
sample_603,3.51,15.5,6.7,17.57,23.19,19.05,0.9935
sample_604,0.72,21.3,3.4,3.58,31.75,9.81,0.9949
sample_605,5.35,20.2,9.0,26.76,30.12,25.79,0.9934
sample_606,1.33,6.5,7.5,6.67,9.71,21.44,0.9942
sample_607,3.3,6.6,6.9,16.49,9.87,19.85,0.9933
sample_608,1.8,20.2,3.7,8.99,30.16,10.56,0.9941
sample_609,1.42,8.2,1.4,7.09,12.29,4.01,0.9937
sample_610,1.75,3.1,2.5,8.75,4.58,7.08,0.9932
sample_611,4.11,4.5,3.7,20.56,6.73,10.52,0.9941
sample_612,4.72,14.8,7.5,23.58,22.12,21.31,0.9935
sample_613,2.06,21.3,10.5,10.32,31.75,30.07,0.9943
sample_614,2.34,7.6,6.9,11.72,11.32,19.63,0.9935
sample_615,1.63,8.5,3.0,8.13,12.75,8.63,0.9937
sample_616,3.1,15.9,9.7,15.48,23.74,27.76,0.9937
sample_617,2.91,6.9,2.0,14.56,10.33,5.8,0.994
sample_618,3.93,6.5,1.3,19.63,9.63,3.68,0.9948
sample_619,3.65,21.2,1.0,18.23,31.61,2.78,0.9941
sample_620,1.47,22.7,5.2,7.37,33.9,14.92,0.9945
sample_621,3.82,10.5,6.1,19.11,15.7,17.37,0.9932
sample_622,4.96,14.1,4.7,24.78,21.04,13.41,0.9939
sample_623,1.36,16.2,2.6,6.82,24.16,7.49,0.9942
sample_624,4.41,7.1,4.8,22.06,10.65,13.79,0.9937
sample_625,1.78,18.5,2.6,8.9,27.61,7.44,0.9942
sample_626,1.66,20.2,9.1,8.28,30.2,25.91,0.9943
sample_627,2.4,14.6,9.8,12.0,21.82,27.95,0.9939
sample_628,5.31,10.8,6.2,26.54,16.1,17.64,0.9937
sample_629,1.22,15.0,5.7,6.08,22.45,16.19,0.9944
sample_630,4.5,14.8,6.8,22.51,22.02,19.3,0.9936
sample_631,2.0,14.9,11.0,9.99,22.3,31.36,0.9944
sample_632,2.35,10.4,9.4,11.75,15.57,26.93,0.994
sample_633,1.77,18.6,10.6,8.83,27.72,30.22,0.9944
sample_634,0.81,22.6,10.2,4.04,33.75,29.04,0.9949
sample_635,0.95,6.7,0.7,4.74,9.97,2.1,0.994
sample_636,1.13,12.4,2.3,5.63,18.58,6.61,0.9942
sample_637,4.78,8.2,3.8,23.88,12.22,10.96,0.994
sample_638,1.06,19.9,0.8,5.28,29.7,2.18,0.9949
sample_639,5.12,16.5,10.2,25.58,24.57,29.02,0.9935
sample_640,1.81,25.6,11.0,9.07,38.21,31.35,0.9947
sample_641,4.99,7.5,4.6,24.96,11.27,13.02,0.9941
sample_642,4.93,21.4,8.8,24.67,31.94,25.24,0.9936
sample_643,1.43,14.6,4.4,7.16,21.85,12.55,0.9942
sample_644,3.37,20.8,8.4,16.87,31.11,23.88,0.9939
sample_645,4.87,10.8,4.4,24.36,16.15,12.55,0.9939
sample_646,3.62,14.6,6.8,18.08,21.84,19.38,0.9935
sample_647,1.31,17.2,4.3,6.54,25.6,12.23,0.9943
sample_648,5.59,23.6,10.8,27.95,35.15,30.86,0.9935
sample_649,0.57,9.5,2.8,2.84,14.21,7.94,0.9944
sample_650,4.72,13.3,1.4,23.58,19.81,4.02,0.9945
sample_651,3.68,22.7,1.6,18.38,33.86,4.6,0.994
sample_652,4.37,23.9,11.0,21.86,35.74,31.37,0.9937
sample_653,5.57,6.9,7.8,27.83,10.37,22.25,0.9935
sample_654,4.28,11.0,8.7,21.39,16.36,24.74,0.9932
sample_655,3.2,8.1,3.0,15.98,12.16,8.71,0.9938
sample_656,2.85,17.3,1.5,14.26,25.82,4.36,0.994
sample_657,1.12,5.3,9.4,5.61,7.85,26.99,0.9944
sample_658,5.36,8.0,3.3,26.81,11.91,9.56,0.9944
sample_659,3.09,7.9,4.9,15.46,11.82,14.04,0.9935
sample_660,2.72,6.8,1.5,13.62,10.22,4.32,0.9942
sample_661,2.91,17.0,7.5,14.54,25.35,21.46,0.9938
sample_662,1.01,9.8,5.4,5.04,14.65,15.45,0.9945
sample_663,3.07,10.1,10.8,15.37,15.13,30.71,0.9937
sample_664,4.52,20.8,8.6,22.62,31.0,24.49,0.9934
sample_665,1.49,11.5,1.5,7.43,17.2,4.25,0.9939
sample_666,2.68,23.8,3.7,13.42,35.5,10.51,0.9941
sample_667,3.75,16.5,1.3,18.75,24.67,3.61,0.9941
sample_668,1.9,3.6,2.2,9.49,5.31,6.42,0.9937
sample_669,4.04,22.1,4.7,20.21,33.02,13.52,0.9939
sample_670,3.43,13.6,8.5,17.13,20.3,24.3,0.9937
sample_671,5.09,19.8,6.7,25.47,29.56,19.0,0.9937
sample_672,1.78,5.4,8.0,8.9,8.0,22.82,0.9939
sample_673,2.31,16.9,9.1,11.55,25.27,25.97,0.9941
sample_674,4.46,17.9,8.8,22.31,26.74,25.0,0.9935
sample_675,3.72,6.9,3.7,18.61,10.26,10.71,0.9939
sample_676,2.58,17.4,8.7,12.92,25.96,24.79,0.994
sample_677,0.8,3.4,5.8,4.0,5.08,16.62,0.9944
sample_678,5.12,6.4,10.2,25.58,9.53,29.25,0.9933
sample_679,2.41,17.8,3.3,12.07,26.62,9.32,0.9939
sample_680,1.24,9.8,5.4,6.22,14.56,15.56,0.9942
sample_681,2.33,13.8,8.2,11.65,20.58,23.48,0.9938
sample_682,3.46,14.9,5.8,17.29,22.25,16.63,0.9935
sample_683,3.85,6.0,2.9,19.26,9.01,8.35,0.9941
sample_684,5.55,13.0,10.4,27.75,19.47,29.84,0.9934
sample_685,4.14,11.6,7.0,20.68,17.38,20.13,0.9932
sample_686,0.56,10.1,8.5,2.78,15.09,24.23,0.9951
sample_687,2.89,22.3,8.4,14.45,33.32,24.14,0.9941
sample_688,1.18,8.7,4.5,5.9,12.97,12.72,0.994
sample_689,4.45,21.4,0.4,22.23,31.87,1.11,0.9942
sample_690,5.17,13.9,8.3,25.83,20.77,23.59,0.9934
sample_691,3.25,21.8,9.5,16.26,32.51,27.19,0.9939
sample_692,1.52,17.1,7.9,7.6,25.55,22.52,0.9944
sample_693,2.94,17.6,5.1,14.68,26.26,14.57,0.9937
sample_694,5.52,6.0,7.7,27.62,8.9,21.94,0.9935
sample_695,0.43,8.3,3.9,2.16,12.38,11.13,0.9949
sample_696,5.1,25.6,5.1,25.52,38.15,14.71,0.9938
sample_697,1.9,23.8,8.9,9.49,35.52,25.37,0.9945
sample_698,2.64,15.4,1.3,13.21,23.02,3.68,0.9941
sample_699,2.37,4.4,6.4,11.86,6.57,18.17,0.9933
sample_700,4.89,10.4,10.5,24.46,15.49,29.95,0.9934
sample_701,1.93,3.8,3.5,9.64,5.64,10.06,0.9933
sample_702,2.68,7.3,3.9,13.42,10.92,11.13,0.9935
sample_703,5.41,17.6,3.3,27.07,26.23,9.38,0.994
sample_704,3.19,13.5,1.3,15.94,20.08,3.68,0.994
sample_705,3.65,9.7,7.6,18.23,14.44,21.57,0.9934
sample_706,2.99,3.8,7.2,14.93,5.63,20.62,0.9931
sample_707,4.0,18.3,2.7,19.98,27.36,7.58,0.9938
sample_708,1.69,21.6,10.9,8.46,32.26,31.07,0.9945
sample_709,5.44,19.6,7.2,27.21,29.26,20.57,0.9935
sample_710,3.05,12.1,9.7,15.23,17.99,27.82,0.9936
sample_711,0.63,15.6,1.8,3.15,23.27,5.07,0.9946
sample_712,4.74,5.6,2.3,23.72,8.29,6.52,0.9949
sample_713,3.44,3.2,4.0,17.21,4.84,11.33,0.9939
sample_714,4.71,21.4,5.5,23.57,31.87,15.6,0.9938
sample_715,2.07,10.8,6.8,10.37,16.11,19.32,0.9939
sample_716,2.96,11.2,1.1,14.79,16.76,3.18,0.9941
sample_717,3.99,12.6,10.6,19.95,18.85,30.27,0.9935
sample_718,4.64,7.5,6.7,23.2,11.12,19.24,0.9934
sample_719,4.47,10.5,2.8,22.37,15.64,7.96,0.9941
sample_720,1.5,7.8,7.0,7.48,11.66,20.02,0.994
sample_721,3.2,15.0,5.7,16.01,22.42,16.2,0.9937
sample_722,3.25,5.8,7.3,16.24,8.59,20.76,0.9931
sample_723,1.4,15.6,6.6,6.98,23.23,18.74,0.9944
sample_724,3.82,6.4,2.6,19.11,9.57,7.56,0.9942
sample_725,1.55,22.4,9.2,7.77,33.45,26.16,0.9946
sample_726,0.45,1.2,0.9,2.23,1.82,2.47,0.9925
sample_727,0.9,9.9,3.8,4.51,14.76,10.82,0.9942
sample_728,0.87,9.1,4.2,4.37,13.62,12.07,0.9943
sample_729,3.02,15.1,2.0,15.09,22.47,5.78,0.9939
sample_730,1.02,15.2,4.0,5.08,22.67,11.51,0.9945
sample_731,2.62,10.6,2.2,13.11,15.77,6.34,0.9937
sample_732,2.91,12.0,7.6,14.54,17.96,21.58,0.9936
sample_733,4.76,7.6,8.7,23.8,11.29,24.91,0.9933
sample_734,5.6,20.4,4.5,27.98,30.39,12.98,0.9938
sample_735,1.12,18.5,6.6,5.61,27.68,18.85,0.9945
sample_736,4.83,19.9,8.2,24.16,29.65,23.54,0.9935
sample_737,3.3,13.3,2.9,16.52,19.89,8.18,0.9938
sample_738,0.6,18.3,1.8,3.01,27.33,5.24,0.9946
sample_739,1.94,8.4,6.6,9.7,12.55,18.78,0.9938
sample_740,4.29,23.8,8.4,21.44,35.48,23.86,0.9937
sample_741,4.71,3.3,2.4,23.54,4.93,6.95,0.995
sample_742,4.83,12.6,1.0,24.15,18.84,2.73,0.9947
sample_743,2.96,6.7,6.2,14.81,9.95,17.72,0.9933
sample_744,1.61,5.5,7.7,8.05,8.23,22.14,0.9939
sample_745,1.49,8.1,3.2,7.44,12.09,9.24,0.9935
sample_746,5.48,6.9,7.0,27.41,10.25,19.92,0.9937
sample_747,5.08,5.2,10.5,25.4,7.83,30.01,0.9932
sample_748,1.98,16.0,3.5,9.89,23.89,10.08,0.994
sample_749,4.93,12.0,8.8,24.64,17.91,25.1,0.9934
sample_750,3.92,11.4,0.7,19.59,17.03,1.87,0.9946
sample_751,4.09,10.9,5.4,20.44,16.34,15.52,0.9936
sample_752,1.46,13.0,10.4,7.29,19.39,29.84,0.9944
sample_753,5.28,12.5,10.9,26.42,18.64,31.21,0.9932
sample_754,0.88,20.6,4.3,4.4,30.75,12.28,0.9948
sample_755,1.66,21.7,4.9,8.28,32.46,14.01,0.9943
sample_756,1.7,15.4,5.8,8.52,23.05,16.64,0.994
sample_757,4.13,24.4,1.4,20.67,36.38,4.1,0.9942
sample_758,5.14,19.3,4.4,25.71,28.79,12.55,0.9939
sample_759,1.85,16.2,2.6,9.26,24.21,7.52,0.9941
sample_760,1.84,4.0,4.7,9.18,6.01,13.47,0.9933
sample_761,0.64,16.6,6.2,3.2,24.71,17.67,0.9949
sample_762,0.65,11.3,1.5,3.27,16.85,4.43,0.9945
sample_763,3.02,12.3,2.0,15.09,18.33,5.8,0.9939
sample_764,1.75,16.2,8.1,8.75,24.15,23.27,0.9943
sample_765,0.69,15.5,7.2,3.45,23.07,20.55,0.9948
sample_766,5.43,17.2,6.7,27.14,25.67,19.17,0.9936
sample_767,3.19,20.6,2.2,15.96,30.8,6.25,0.9941
sample_768,5.27,12.0,10.7,26.33,17.98,30.52,0.9933
sample_769,4.34,13.3,5.3,21.71,19.78,15.15,0.9935
sample_770,0.73,9.4,6.0,3.67,14.04,17.13,0.9945
sample_771,4.79,13.4,6.9,23.96,20.03,19.71,0.9935
sample_772,5.28,11.8,7.8,26.4,17.58,22.25,0.9933
sample_773,5.28,20.0,8.3,26.42,29.88,23.71,0.9935
sample_774,2.34,11.4,7.2,11.7,16.99,20.67,0.9938
sample_775,2.27,5.9,6.5,11.35,8.73,18.66,0.9934
sample_776,0.66,10.3,3.8,3.3,15.41,10.92,0.9946
